HSCode,Description
2909601000,"Alcohols, peroxides, peroxyethers, acetal and hemiacetal peroxides, peroxide ketones and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof; peroxides"
2909602000,"Alcohol peroxides, peroxyethers, acetal and hemiacetal peroxides, peroxide ketones and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof; dicumyl peroxide"
2909603000,"Alcohol peroxides, peroxyethers, acetal and hemiacetal peroxides, peroxide ketones and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof; methylethylketone peroxide"
2909604000,"Alcohol peroxides, peroxyethers, acetal and hemiacetal peroxides, peroxide ketones and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof; acetal peroxide and hemiacetal peroxide"
2909609000,"Alcohols, peroxides, peroxyethers, acetal and hemiacetal peroxides, peroxide ketones and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof; etc."
2910100000,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; ternary rings and their halogenated, sulfonated, nitrated or nitrogenated derivatives; oxirane (ethylene oxide); oxirane (ethylene oxide)"
2910200000,"Epoxides, epoxyalcohols, epoxyphenols, and epoxyethers; containing ternary rings and halogenated, sulfonated, nitrated, or nitrogenated derivatives; methyloxirane (propylene oxide)"
2910300000,"Epoxides, epoxyalcohols, epoxyphenols, and epoxyethers; ternary rings and their halogenated, sulfonated, nitrated, or nitrogenated derivatives; 1-chloro-2,3-epoxypropane (epichlorohydrin), if it contains"
2910400000,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; ternary rings and their halogenated, sulfonated, nitrated or nitrogenated derivatives, including dieldrin (ISO, INN); dieldrin (ISO, INN)"
2910500000,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; ternary rings and their halogenated, sulfonated, nitrated or nitrogenated derivatives, including endrin (ISO); endrin (ISO)"
2910900000,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; tricyclic rings and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof, n.e.c.; heading no. 2910; etc."
2911000000,"Acetals and hemiacetals; halogenated, sulfurized, nitrated, or nitrogenated derivatives and derivatives thereof, whether or not otherwise oxygen functionalized; acetals and hemiacetals (whether or not otherwise oxygen functionalized) and their halogenated, sulfonated, nitroated, and nitrosated derivatives"
2912110000,"Aldehyde; acyclic, no other oxygen function, methane (formaldehyde); methanal (formaldehyde)"
2912120000,"Aldehyde; acyclic, ethanol (acetaldehyde) without any other oxygen function; ethanol (acetaldehyde); ethanol (acetaldehyde)"
2912193000,"Aldehydes; acyclic, other, without oxygen function, of heading 2912.1, other.; butanal (butyraldehyde, normal-isomer)"
2912199000,"Aldehydes; acyclic, other, without oxygen function, of heading 2912.1; misc."
2912210000,Aldehyde; cyclic with no other oxygen function; benzaldehyde; benzaldehyde
2912290000,"Aldehydes; Cyclic, cyclic, without oxygen function other than benzaldehyde; Other"
2912410000,"Aldehyde; aldehyde-ether, aldehyde-phenol and other aldehydes with oxygen function; vanillin (4-hydroxy-3-methoxybenzaldehyde); vanillin (4-hydroxy-3-methoxybenzaldehyde)"
2912420000,"Aldehyde; aldehyde-ether, aldehyde-phenol and other aldehydes with oxygen function; ethyl vanillin (3-ethoxy-4-hydroxybenzaldehyde); ethyl vanillin (3-ethoxy-4-hydroxybenzaldehyde)"
2912490000,"Aldehydes-alcohols, aldehydes-ethers, aldehydes-phenols, and other aldehydes with an oxygen function (except vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)); other"
2912500000,Aldehydes; cyclic polymers of aldehydes; cyclic polymers of aldehydes
2912600000,Paraformaldehyde; Paraformaldehyde
2913000000,"Aldehydes, halogenated, sulfonated, nitrated or nitrogenated derivatives of heading. 2912; halogenated, sulfonated, nitroated or nitrosated derivatives of goods of heading 2912"
2914110000,"ketone; acyclic, acetone without other oxygen functions; acetone; acetone"
2914120000,"Ketone; acyclic, with no other oxygen function; butanol (methyl ethyl ketone); butanone (methyl ethyl ketone)"
2914130000,"Ketone; acyclic, with no other oxygen function; 4-methylpentan-2-one (methyl isobutyl ketone); 4-methylpentan-2-one (methylisobutyl ketone)"
2914190000,"Ketone; acyclic, not otherwise oxygenated; not in heading 2914.1; other"
2914221000,"Ketones; cyclohexanone and methylcyclohexanone, cyclane, cyclene or cycloterpenic without other oxygen functions; cyclohexanone"
2914222000,"Ketones; cyclohexanone and methylcyclohexanone, cyclane, cyclene or cycloterpenic without other oxygen functions; methylcyclohexanone"
2914231000,"Ketone; cyclane, cyclene, or cycloterpenic without other oxygen functions, ionone and methylionone; ionone"
2914232000,"Ketone; cyclane, cyclene, or cycloterpenic without other oxygen functions, ionone and methylionone; methylionone"
2914291000,"Ketone; cyclane, cyclenic, or cyclo-terpene compounds with no other oxygen function other than cyclohexanone, methylcyclohexanone, ionone, and methylionone; jasmon"
2914299000,"Ketones; cyclane, cyclenic, or cyclo-terpene compounds with no oxygen function other than cyclohexanone, methylcyclohexanone, ionone, and methylionone; other"
2914310000,"Ketone; Aromatic, (no other oxygen function), phenylacetone (phenylpropan-2-one); Phenylacetone (phenylpropan-2-one)"
2914390000,"Ketones; aromatics, (no other oxygen function) except phenylacetone (phenylpropan-2-one); other"
2914401000,Ketone-alcohols and ketone-aldehydes; diacetone alcohol (4-hydroxy-4-methylpentan-2-one)
2914409000,Ketone-alcohol and ketone-aldehyde; other
2914501000,Ketone-phenol and ketones with different oxygen functions; ketone-phenol
2914509000,Ketones - phenols and ketones with different oxygen functions; others
2914610000,Quinone; Anthraquinone; Anthraquinone
2914620000,Quinone; Coenzyme Q10 (ubidecarenone (INN)); Coenzyme Q10 [ubidecarenone (INN)]
2914691000,"Quinones, anthraquinones, and coenzyme Q10 (except ubidecarenone (INN)); derivatives of anthraquinones"
2914699000,"Quinones, anthraquinones, and coenzyme Q10 (except ubidecarenone (INN)); other"
2914710000,"Ketones and quinones; Halogenated, sulfonated, nitrated or nitrogenated derivatives; Chlordecone (ISO); Chlordecone (ISO)"
2914791000,"Ketones and their halogenated, sulfonated, nitrated, or nitrogenated derivatives other than quinones, chlordecones (ISO); pesticide ingredients (農薬原劑) (limited to those registered under the Pesticide Control Act)"
2914799000,"Ketones and their halogenated, sulfonated, nitrated or nitrogenated derivatives other than quinones, chlordecones (ISO); other"
2915110000,Acids; Saturated acyclic monocarboxylic acids; Formic acid; Formic acid
2915121000,Acid;Saturated acyclic monocarboxylic acid;Formic acid salt;Calcium formate
2915129000,Acids; Saturated Acyclic Monocarboxylic Acids; Formic Acid Salts; Others
2915130000,Acids; saturated acyclic monocarboxylic acids; esters of formic acid; esters of formic acid
2915210000,Acids; saturated acyclic monocarboxylic acids; acetic acid; acetic acid
2915240000,Acids; saturated acyclic monocarboxylic acids; acetic anhydride; acetic anhydride
2915291000,"Acids; saturated acyclic monocarboxylic acids; acetic acid and salts thereof, not included in heading 2915.2; calcium acetate"
2915292000,"Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts, not elsewhere included in heading 2915.2; sodium acetate"
2915293000,"Acids; saturated acyclic monocarboxylic acids; acetic acid and salts thereof, not elsewhere included in heading 2915.2; cobalt acetate"
2915299000,"Acids; saturated acyclic monocarboxylic acids; acetic acid and salts thereof, not elsewhere included in heading 2915.2; other"
2915310000,Acid; Saturated acyclic monocarboxylic acid; Ethyl acetate; Ethyl acetate
2915320000,Acid; Saturated acyclic monocarboxylic acid; Vinyl acetate; Vinyl acetate
2915331000,Acid; saturated acyclic monocarboxylic acid; n-butyl acetate; for semiconductor manufacturing
2915339000,Acid; Saturated Acyclic Monocarboxylic Acid; N-Butyl Acetate; Others
2915360000,Acid; Saturated acyclic monocarboxylic acid; Dinoseb (ISO) acetate; Dinoseb acetate (ISO)
2915391000,Acids; saturated acyclic monocarboxylic acids; acetic acid esters n.e.c. of heading 2915.3; amyl acetate
2915392000,Acids; saturated acyclic monocarboxylic acids; acetic acid esters n.e.c. of heading 2915.3; amyl acetate
2915393000,Acids; saturated acyclic monocarboxylic acids; acetic acid esters n.e.c. of heading 2915.3; methyl acetate
2915394000,Acids; saturated acyclic monocarboxylic acids; acetic acid esters n.e.c. of heading 2915.3; butyl acetate
2915395000,Acids; saturated acyclic monocarboxylic acids; acetic acid esters n.e.c. of item no. 2915.3; acetic acid 2-ethoxyethyl
2915399000,"Acids; saturated acyclic monocarboxylic acids; acetic acid esters of heading 2915.3, n.e.c.; etc."
2915401000,"Acids; saturated acyclic monocarboxylic acids; mono-, di- or trichloroacetic acids, their salts and esters; monochloroacetic acid"
2915409000,"Acids; saturated acyclic monocarboxylic acids; mono-, di- or trichloroacetic acids, their salts and esters; others"
2915500000,"Acids; saturated acyclic monocarboxylic acids; propionic acid, its salts and esters; propionic acid, its salts and esters"
2915600000,"Acids; saturated acyclic monocarboxylic acids; butanoic acid, pentanoic acid, their salts and esters; butanoic and pentanoic acids, their salts and esters"
2915701000,"Acids; saturated acyclic monocarboxylic acids; palmitic, stearic, stearic acids, their salts and esters; palmitic acid, its salts and esters"
2915702010,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; stearic acid"
2915702020,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; magnesium stearate"
2915702030,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; stearic acid soft"
2915702040,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; zinc stearate"
2915702050,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, their salts and esters; stearic acid, its salts and esters; barium stearate"
2915702060,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; cadmium stearate"
2915702070,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; calcium stearate"
2915702080,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; butyl stearate"
2915702090,"Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, its salts and esters; stearic acid, its salts and esters; others"
2915901000,"Acids; saturated acyclic monocarboxylic acids; their anhydrides, halides, peroxides, peroxides and halogenated, sulfonated, nitrated or nitrogenated derivatives, N.E.C. Heading no. 2915; neodecanoyl chloride and pivaloyl chloride"
2915909010,"Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxides and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof, N.E.C. Heading no. 2915; Others; 2-ethylhexanoic acid"
2915909020,"Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxides and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof, N.E.C. Heading no. 2915; Others; 2-Ethylhexylchloroformate"
2915909090,"Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxides and halogenated, sulfonated, nitrated or nitrogenated derivatives thereof, n.e.c. Heading no. 2915; others; etc."
2916111000,Acids; unsaturated acyclic monocarboxylic acids; acrylic acids and their salts; acrylic acid
2916119000,Acids; unsaturated acyclic monocarboxylic acids; acrylic acids and their salts; others
2916121000,Acids;Unsaturated acyclic monocarboxylic acids;Acrylic acid esters;Ethyl acrylic acid
2916122000,Acids;Unsaturated acyclic monocarboxylic acids;Acrylic acid esters;Methyl acrylic acid
2916123000,Acids;Unsaturated acyclic monocarboxylic acids;Acrylic acid esters;Butyl acrylate
2916124000,Acids; unsaturated acyclic monocarboxylic acids; acrylic acid esters; acrylic acid 2-ethylhexyl
2916129000,Acids; Unsaturated Acyclic Monocarboxylic Acids; Acrylic Acid Esters; Others
2916131000,Acids; unsaturated acyclic monocarboxylic acids; methacrylic acid and its salts; methacrylic acid
2916139000,Acids; unsaturated acyclic monocarboxylic acids; methacrylic acid and its salts; others
2916141000,Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acid; methyl methacrylate
2916149000,Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acids; others
2916151000,"Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters; oleic acid, its salts and esters"
2916152000,"Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters; linoleic acid, its salts and esters"
2916153000,"Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters; linolenic acid, its salts and esters"
2916160000,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, anhydrides, halides, peroxides and peroxides thereof; halogenated, sulfonated, nitrated or nitrogenated derivatives thereof; binapacryl (ISO); binapacryl (ISO)"
2916190000,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, anhydrides, halides, peroxides and peroxides thereof; halogenated, sulfonated, nitrated or nitrogenated derivatives thereof, not included in heading 2916.1; other"
2916203000,"Acids; cyclic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxides and derivatives thereof; pesticides (農薬原劑) (limited to those registered under the Pesticide Control Act)"
2916209000,"Acids; cyclic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxides and derivatives thereof; other"
2916311000,"Acids; Aromatic monocarboxylic acids, benzoic acid, its salts and esters; Benzoic acid"
2916312000,"Acids; Aromatic monocarboxylic acids, benzoic acid, its salts and esters; Sodium benzoate"
2916313000,"Acids; aromatic monocarboxylic acids, benzoic acid, its salts and esters; benzoic acid benzyl"
